state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
Eastern Visayas,CZE,Not Declared,Eth-7,01551911,Text Message,Test Optional,"Biblical and Theological Studies, History and Theology Emphasis",4958,N,Track & Field (Women's),N,T04,C8,6,14,3,12,6,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,18
Nimba,TZA,M,Eth-8,01334639,Bison Day Attended,Test Optional,"Christian Ministry, Student and Family Ministry Emphasis",3188,Y,Dance,Y,Graduate,C11,2,15,8,17,18,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,11
Limpopo,TUR,M,Eth-4,01519760,Referral - OBU Faculty Member,Readmit,International Business,4752,Y,Track & Field (Women's),N,Raley College,C13,12,5,20,11,11,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,13
Madrid Autonomous Community,Not Declared,M,Eth-2,01489741,Next Step Magazine,Transfer (24+ Hours),"English Education, Secondary",2816,N,Basketball (Men's),Y,Homeschool,C9,12,1,20,11,16,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,2
Mexico City,TJK,Not Declared,Eth-8,01502608,NRCCUA Declared Names,First-Time Freshman,"Mathematics Education, Secondary",2190,Y,Dance,Y,T03,C13,10,11,4,0,17,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,N,13
Northern,IRN,M,Eth-1,01321333,GenWhy,Transfer,"Christian Ministry, Women's Ministry Emphasis",3418,Y,Track & Field (Women's),Y,T02,C6,18,5,17,18,3,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,1
NC,TJK,M,Not Declared,01521680,Empower Conference,First-Time Freshman,Theatre,3442,N,STUNT,Y,P01,C11,9,12,14,9,20,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,19
Kiambu,HKG,M,Eth-5,01564360,Text Message - Outgoing,First-Time Freshman,Applied Mathematics: Actuarial and Financial Math Emphasis,3369,N,Football,Y,T06,C13,14,13,8,5,11,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,2
KS,LKA,Not Declared,Eth-2,01561739,Oklahoma Promise,Test Optional,Family Therapy,3696,Y,Football,N,P01,C8,10,13,20,3,10,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,16
RI,COD,Not Declared,Not Declared,01449379,Encoura Affinity Connection,Test Optional,Applied Mathematics: Actuarial and Financial Math Emphasis,3155,Y,Not Declared,Y,T03,C14,12,19,3,17,14,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,1
WA,ZAF,Not Declared,Not Declared,01598983,Phone Call - Successful,Transfer,Communication Studies,4929,N,Track & Field (Women's),Y,T06,C7,4,6,5,8,6,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,5
Morazan,NGA,Not Declared,Eth-2,01438597,Website Inquiry,Transfer (24+ Hours),Family Therapy,3860,Y,Golf,N,T05,C10,8,4,4,9,20,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,14
Sao Paulo,NPL,Not Declared,Eth-3,01563735,Clark Higher Ed Paid Social,Transfer (24+ Hours),MBA in Transformational Leadership,3749,N,Track & Field (Men's),N,T07,C2,10,16,15,6,7,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,3
DAKAR,MMR,M,Eth-9,01366864,Christian Connector,Transfer (24+ Hours),"Journalism and Mass Communication, Media Production Emphasis",2734,N,Marching Band,N,T06,C11,9,2,3,20,11,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,2
AL,ITA,M,Eth-6,01497377,Oklahoma Promise,Transfer (24+ Hours),Early Childhood Education,3862,Y,Track & Field (Men's),N,Graduate,C3,18,13,1,5,1,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,N,4
Dar es Salaam,NPL,Not Declared,Not Declared,01588762,Transcript Received,Test Optional,"Sports and Recreation, Sports Ministry Emphasis",4978,N,Softball,Y,T05,C6,9,0,12,18,15,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,4
Sao Paulo,HKG,M,Eth-7,01363641,Online Application,Transfer,"Spanish Education, P-12",3935,Y,Softball,N,T04,C6,10,14,9,9,10,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,4
Eastern Visayas,MWI,Not Declared,Eth-6,01417535,Clark Higher Ed Prospect,Transfer,"Psychology, Pre-Counseling",4905,Y,Soccer,Y,T01,C4,7,2,14,1,5,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,18
Odisha,DEU,Not Declared,Eth-7,01497785,Church Visit,First-Time Freshman,"Sports and Recreation, Sports and Recreation Management Emphasis",4807,N,Track & Field (Women's),Y,T07,C12,18,18,11,16,15,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,12
GHANA,TGO,Not Declared,Eth-4,01441885,ACT Tape Load,Transfer,Music Education,3755,Y,Golf,N,T00,C6,11,6,17,16,8,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,8
WV,GMB,M,Not Declared,01573131,FAFSA,Second Degree,Sport Psychology,2055,N,Dance,N,T04,C3,8,13,12,4,15,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,2
Rivers,BGD,M,Eth-3,01504821,RNL Junior Search,First-Time Freshman,Musical Arts,3658,N,Basketball (Women's),N,Raley College,C3,9,10,0,12,0,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,2
ND,BDI,Not Declared,Not Declared,01511789,Not Declared,Test Optional,Worship Studies,4855,Y,Golf,N,T07,C12,1,16,19,19,9,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,16
Sudur Pashchimanchal,SEN,M,Eth-2,01356606,Clark Higher Ed Quick App,Readmit,Applied Mathematics: Actuarial and Financial Math Emphasis,4528,Y,Volleyball,Y,Raley College,C3,11,20,0,10,14,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,11
RIO GRANDE DO NORTE,WSM,M,Eth-8,01532741,ACT Tape Load,Transfer (24+ Hours),Applied Mathematics: Data Science Emphasis,3418,N,Volleyball,Y,T06,C13,0,10,4,10,7,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,13
DC,HKG,M,Eth-8,01466635,Private Colleges & Universities,Second Degree,"Global Marketplace Engagement, Graphic Design Emphasis",3530,N,Basketball (Men's),Y,T00,C3,18,0,3,19,8,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,5
Mpumalanga,FRA,M,Eth-5,01406795,Capture Higher Ed,Test Optional,Alternative Teaching Certificate,4049,N,Volleyball,Y,P02,C3,20,2,17,1,7,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,1
Chittagong Division,SLV,M,Not Declared,01473335,Text Message - Outgoing,Test Optional,"Science Education, Secondary",2260,N,Track & Field (Men's),N,Raley College,C11,8,19,18,9,19,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,12
Maritime,NZL,Not Declared,Eth-7,01321764,Inquiry Form,Readmit,Music Education,3687,Y,Marching Band,Y,Homeschool,C4,8,14,11,20,10,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,18
Lambayeque,URY,Not Declared,Eth-8,01503632,Oklahoma Promise,First-Time Freshman,"Global Marketplace Engagement, TESOL Emphasis",2734,N,Basketball (Women's),Y,T00,C7,7,17,11,0,19,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,5
Gaza,FRA,Not Declared,Eth-6,01440047,STEM Camp,Test Optional,"Biblical and Theological Studies, Biblical Language Emphasis",3552,Y,Soccer,Y,T07,C11,6,1,6,5,10,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,17
Metro Manila,PNG,M,Eth-7,01512284,Christian Connector,Second Degree,English,3547,N,Track & Field (Men's),N,Homeschool,C14,10,9,3,14,15,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,8
ND,UGA,Not Declared,Eth-5,01542668,Clark Higher Ed Search,First-Time Freshman,"Global Marketplace Engagement, Math Education Emphasis",4103,N,Marching Band,Y,Raley College,C8,20,11,11,12,2,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,20
Istanbul,CHL,M,Eth-7,01459235,Clark Higher Ed Leads,Transfer (24+ Hours),Biochemistry,4002,N,Dance,N,T01,C4,5,0,11,8,3,N,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,9
Northern Ireland,TUR,M,Eth-9,01475606,Clark Higher Ed Search,First-Time Freshman,"Journalism and Mass Communication, Journalism Emphasis",2142,Y,Basketball (Women's),N,T04,C8,0,18,2,17,10,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,7
MT,MDG,Not Declared,Eth-7,01383444,Phone Call - Successful,Transfer (24+ Hours),"Journalism and Mass Communication, Media Production Emphasis",3948,Y,Soccer,Y,T04,C14,4,13,16,12,9,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,5
Kigali,UZB,M,Eth-9,01332656,Not Declared,Readmit,Music Composition,2669,N,Volleyball,N,T01,C3,11,13,20,14,15,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,8
GHANA,CHL,Not Declared,Eth-4,01314402,CLT Application,Transfer,Sports Communication,3188,N,Basketball (Women's),N,P01,C3,18,14,20,16,15,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,Y,10
MD,GHA,Not Declared,Eth-1,01399965,Text Message,First-Time Freshman,"Christian Ministry, Pastoral Ministry Emphasis",2720,Y,Basketball (Men's),Y,P02,C6,1,3,7,0,19,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,6
Uttar Pradesh,NPL,Not Declared,Eth-7,01509433,Night on the Hill Reservation,First-Time Freshman,Mathematics,3762,N,Track & Field (Men's),N,T01,C5,2,11,7,4,17,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,13
Oromia,ZAF,Not Declared,Eth-5,01306201,Not Declared,Test Optional,Management,3355,Y,Marching Band,N,T03,C12,16,9,9,16,12,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,9
East Kazakhstan,ROU,Not Declared,Not Declared,01412978,Phone Call - Successful,Test Optional,"Biblical and Theological Studies, Biblical Studies Emphasis",2055,Y,Softball,Y,T00,C13,4,12,11,1,5,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,2
Madhya Pashchimanchal,BGD,Not Declared,Not Declared,01517325,Southern Baptist Convention,Readmit,Natural Science,3862,Y,Not Declared,Y,T04,C14,20,4,4,6,20,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,2
NC,MMR,M,Eth-6,01581159,Christian Connector Web Response,Test Optional,"Music Education, Instrumental Certificate P-12",4855,N,Track & Field (Men's),N,P01,C3,17,11,8,11,14,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,9
Bihar,IRN,M,Eth-3,01395063,Night on the Hill Reservation,First-Time Freshman,"Journalism and Mass Communication, Journalism Emphasis",2697,Y,Marching Band,Y,Homeschool,C9,11,6,3,11,4,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,18
SC,MWI,Not Declared,Eth-2,01407579,StriveScan - Connections,Readmit,"Music Education, Instrumental Certificate P-12",4049,N,Basketball (Women's),N,P01,C8,0,0,16,15,7,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,9
Harghita,KWT,Not Declared,Not Declared,01485716,Super Summer,Transfer (24+ Hours),"Science Education, Secondary",3552,Y,Softball,N,Raley College,C2,12,12,1,19,0,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,3
KS,PER,Not Declared,Eth-3,01403105,Phone Call - Voicemail,Transfer (24+ Hours),"Accounting, Interdisciplinary Emphasis",2556,Y,Track & Field (Men's),Y,P02,C5,7,7,9,17,2,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,1
KS,TJK,M,Eth-4,01441944,Niche Prospects,Transfer (24+ Hours),Music Composition,4264,N,Volleyball,N,T07,C10,20,10,11,9,18,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,18
KS,BFA,M,Eth-2,01592026,CLT Application,Readmit,"Biology, Forensic Emphasis",3038,N,Football,N,T01,C12,13,9,20,19,11,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,1
Madhya Pashchimanchal,MMR,Not Declared,Eth-6,01303341,ACT Tape Load,Transfer (24+ Hours),Creative Writing,2355,N,Dance,Y,Graduate,C8,13,19,12,4,10,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,8
WEST COAST DIVISION,CAN,Not Declared,Eth-9,01421378,Private Colleges & Universities,Readmit,Musical Arts,2142,Y,Volleyball,N,P01,C8,7,10,8,2,20,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,2
Parana,ROU,M,Eth-6,01416076,Encoura Affinity Connection,Second Degree,"Social Sciences Education, Secondary",2779,N,Softball,Y,Graduate,C2,2,10,13,9,3,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,2
KS,NAM,Not Declared,Eth-6,01346306,Paper Application,Second Degree,Fine Arts,2029,Y,Basketball (Women's),Y,Homeschool,C2,3,5,17,5,7,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,16
Edo,CUB,Not Declared,Eth-9,01365551,Private Colleges & Universities,Transfer,"Biology, Forensic Emphasis",3052,Y,Track & Field (Women's),N,P01,C6,1,14,11,12,5,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,1
AB,GBR,M,Eth-1,01413842,Paper Application,First-Time Freshman,Mathematics,3369,Y,Dance,N,T05,C2,2,8,20,19,11,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,13
Manipur,BWA,Not Declared,Eth-1,01359183,Christian Connector,Readmit,Art,3418,Y,Dance,N,P02,C14,5,0,17,13,0,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2
Francisco Morazan,HND,Not Declared,Eth-3,01401804,Clark Higher Ed Prospect,Test Optional,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),4934,N,Volleyball,Y,T05,C10,14,0,10,12,18,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,5
SANCTI SPIRITUS,MEX,M,Eth-4,01367115,ACT Tape Load,Transfer,Physics,2029,N,Volleyball,Y,Homeschool,C12,11,1,11,16,14,N,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,20
OR,PHL,Not Declared,Eth-6,01342749,Inquiry Form,Transfer (24+ Hours),Middle School Education,2697,Y,Football,Y,T03,C7,20,7,19,19,7,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,2
West Coast Division,NZL,Not Declared,Not Declared,01323143,Falls Creek,Second Degree,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),3619,Y,Basketball (Men's),Y,T02,C8,10,2,16,7,7,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,3
Eastern Visayas,PNG,M,Eth-2,01598896,Clark Higher Ed Paid Social,Transfer,Engineering - Electrical Engineering,3261,N,Marching Band,N,T00,C2,11,14,12,10,14,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,13
Istanbul,HND,Not Declared,Not Declared,01376761,College Raptor,Second Degree,Psychology,4752,N,Basketball (Women's),N,T02,C10,10,0,8,12,18,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,19
Istanbul,BRA,Not Declared,Eth-1,01467416,Clark Higher Ed Paid Social,Transfer,Elementary Education,4433,Y,Soccer,Y,Graduate,C5,6,13,11,18,10,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,13
Tangier-Tetouan,MAR,Not Declared,Eth-5,01397020,Text Message,Test Optional,History,4776,N,STUNT,Y,P02,C6,0,2,9,14,15,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,3
RI,ESP,Not Declared,Eth-9,01458591,CLT Score,Second Degree,"Piano Performance, Pedagogy Emphasis",3038,Y,Football,N,T01,C14,6,11,11,4,20,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,16
Andhra Pradesh,HKG,Not Declared,Not Declared,01429679,Clark Higher Ed Prospect,Readmit,Creative Media,2501,N,Marching Band,N,T01,C4,2,19,3,12,15,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,13
Sao Paulo,ETH,M,Not Declared,01527553,Campus Visit Attended,Test Optional,Middle School Education,3762,N,Marching Band,N,P01,C14,11,0,12,12,1,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,13
Parana,LKA,M,Eth-8,01585878,Private Colleges & Universities,Transfer (24+ Hours),Sports Communication,4905,N,Track & Field (Men's),N,T06,C2,2,10,20,13,0,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,16
GUATENG,GHA,Not Declared,Eth-7,01464000,Capture Higher Ed,First-Time Freshman,Philosophy,2142,N,Dance,Y,Graduate,C5,11,17,3,2,20,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,14
Elgeyo-Marakwet,BWA,M,Eth-5,01490147,CollegExpress,Readmit,Management,2355,Y,Basketball (Women's),N,P02,C7,3,8,0,11,6,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,6
AB,NZL,M,Eth-5,01416031,Empower Conference,Transfer (24+ Hours),"Global Marketplace Engagement, Spanish Emphasis",3155,Y,Volleyball,Y,T03,C8,17,2,3,16,14,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,16
MD,VEN,Not Declared,Eth-4,01498724,STEM Camp,First-Time Freshman,"Special Education, Elementary Track",2779,Y,Basketball (Men's),N,T02,C12,1,15,0,15,14,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,19
North Rhine-Westphalia,KEN,Not Declared,Eth-4,01557185,StriveScan - Scans,First-Time Freshman,"Mathematics Education, Secondary",3101,N,Dance,N,P01,C13,9,11,17,4,10,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,2
NC,GHA,M,Eth-6,01538117,Encoura Affinity Connection,Second Degree,Graphic Design,4174,Y,Basketball (Women's),Y,T00,C4,7,12,0,5,4,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,19
IN,NGA,Not Declared,Eth-5,01469698,Online Application,Readmit,Art,3935,N,Basketball (Men's),N,T07,C14,7,2,9,2,1,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,15
Almaty,COD,Not Declared,Eth-9,01504040,Encoura Affinity Connection,Transfer,Alternative Teaching Certificate,2069,Y,Dance,N,T04,C5,4,10,15,15,10,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,4
MA,BGD,Not Declared,Eth-9,01408877,Campus Visit Registration,Test Optional,Biblical and Theological Studies,4517,N,STUNT,Y,T07,C11,11,3,8,20,1,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,17
Saint James,Not Declared,Not Declared,Eth-5,01523296,FAFSA,Transfer (24+ Hours),Sociology,2355,Y,Football,Y,T03,C11,7,2,3,4,7,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,11
UT,KWT,Not Declared,Eth-7,01542314,Clark Higher Ed Quick App,Transfer (24+ Hours),"Science Education, Secondary",2669,Y,Track & Field (Men's),Y,P01,C8,14,3,19,14,15,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,20
DAKAR,KWT,Not Declared,Eth-7,01434434,CollegExpress,Second Degree,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),2837,N,Not Declared,Y,P01,C5,1,5,3,20,15,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,15
Northwest,LBR,Not Declared,Eth-2,01532832,NRCCUA Declared Names,Transfer (24+ Hours),"Global Marketplace Engagement, Business Emphasis",4194,N,Marching Band,Y,P02,C13,10,13,11,17,1,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,10
Ogun,TZA,Not Declared,Eth-7,01550944,RNL Sophomore Search,Transfer,Graphic Design,4049,Y,Dance,Y,T06,C11,20,13,14,7,10,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,7
Baringo,BFA,Not Declared,Eth-3,01515034,Referral - OBU Faculty Member,Test Optional,"Art Education, P-12",2837,N,Track & Field (Women's),Y,T07,C2,1,8,9,2,6,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,11
CENTRAL REGION,KWT,Not Declared,Eth-1,01497240,Text Message - Outgoing,Test Optional,Philosophy,2734,N,Dance,N,T01,C11,3,13,15,19,8,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,8
GREATER ACCRA,CHE,M,Eth-8,01571059,SAT Score,Transfer,Middle School Education,4784,N,Not Declared,N,Raley College,C5,9,11,0,20,15,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,20
ANAMBRA,NZL,M,Eth-7,01586060,Graduate Website Inquiry,Transfer (24+ Hours),Engineering - Electrical Engineering,3169,N,Track & Field (Women's),N,Homeschool,C3,18,6,17,17,18,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,18
Kigali,SLV,M,Eth-9,01568820,Paper Application,Readmit,Master of Arts in Christian Studies: Biblical and Theological Studies (In-Person),4174,Y,STUNT,Y,T07,C6,7,1,8,20,10,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,7
Western,HKG,M,Eth-4,01485602,Clark Higher Ed Prospect,Readmit,"Special Education, Elementary Track",2190,N,Golf,Y,Homeschool,C9,10,10,16,8,17,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,11
Balochistan,IND,M,Eth-2,01553247,SAT Score,Transfer,Cross-Cultural Ministry,4517,N,STUNT,Y,Homeschool,C11,11,2,19,13,14,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,13
AP,WSM,Not Declared,Eth-3,01527743,NRCCUA Declared Names,Transfer,Theatre,4103,N,Basketball (Men's),Y,Graduate,C4,2,11,16,12,7,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,19
KY,NLD,Not Declared,Eth-6,01562604,Private Colleges & Universities,Second Degree,Psychology,3930,Y,Basketball (Men's),Y,Homeschool,C5,4,15,8,9,8,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,14
WV,SLE,Not Declared,Eth-6,01503559,Referral - OBU Faculty Member,Transfer,"Exercise Science, Human Performance Emphasis",3261,Y,Soccer,Y,T04,C12,4,5,9,18,3,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,2
Cross River,CZE,Not Declared,Not Declared,01580140,Graduate Website Inquiry,Readmit,"English Education, Secondary",3530,Y,Marching Band,Y,P01,C8,18,3,7,8,15,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,13
North Kivu,GHA,M,Not Declared,01531845,NRCCUA Declared Names,Test Optional,Interdisciplinary Studies,2895,N,Track & Field (Women's),N,T05,C10,12,5,11,1,18,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,18
Mombasa,LSO,M,Eth-9,01439494,Clark Higher Ed Paid Social,Readmit,Mathematics,4934,N,Dance,Y,T03,C13,18,8,20,5,8,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,14
GA,BWA,M,Eth-1,01573020,RNL Junior Search,Second Degree,Software Engineering,4766,Y,Basketball (Men's),N,T07,C5,1,10,3,18,7,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,19
Andhra Pradesh,CHL,M,Eth-8,01566370,Text Message - Outgoing,Readmit,Engineering - Mechanical Engineering,2734,Y,Marching Band,Y,T04,C9,10,14,14,2,7,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,2
Southern,ITA,M,Eth-8,01448662,ACT Tape Load,Test Optional,Creative Writing,4264,Y,Football,Y,T04,C14,10,12,7,4,16,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,12
AK,MEX,M,Eth-8,01536341,Phone Call - Successful,Readmit,"Psychology, Pre-Counseling",3169,N,Track & Field (Women's),N,T00,C10,14,6,16,19,10,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,19
Dar es Salaam,PER,Not Declared,Eth-1,01300312,Inquiry Form,First-Time Freshman,"Sports and Recreation, Sports Ministry Emphasis",3261,Y,Golf,N,T04,C11,17,18,4,19,11,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,3
Limpopo,PHL,Not Declared,Not Declared,01445314,Christian Connector,Readmit,"Global Marketplace Engagement, Global Education Emphasis",3762,Y,Dance,Y,T01,C3,6,10,7,19,10,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,20
Punjab,CHE,Not Declared,Eth-7,01436821,Super Summer,Transfer,Forensic Psychology,3230,Y,Basketball (Women's),N,T04,C10,4,3,15,13,17,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,12
CT,VEN,M,Eth-8,01448707,Text Message - Outgoing,Transfer,"Psychology, Pre-Counseling",4855,Y,Basketball (Men's),N,T07,C9,1,14,8,8,10,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,13
FERGANA,UGA,Not Declared,Eth-3,01589842,Clark Higher Ed Prospect,Second Degree,Christian Ministry,2116,N,Track & Field (Women's),N,P01,C13,11,11,8,2,3,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,9
Fergana,CHL,Not Declared,Eth-4,01361990,Falls Creek,Second Degree,"Journalism and Mass Communication, Media Production Emphasis",2556,Y,Basketball (Women's),Y,T01,C14,0,15,9,3,0,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,9
Manzini,CMR,M,Eth-6,01339219,College Fair Contact,Readmit,"Computer Science, Interdisciplinary Emphasis",3948,N,Marching Band,Y,T04,C8,11,17,12,0,20,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,18
